OBJECTID;COD_EMPRES;COD_FUNDO;NOM_FUNDO;COD_EMP_PR;COD_EMP__1;COD_FUN_OP;COD_SUBGER;DSC_SUBGER;COD_Z_ADM_;DSC_Z_ADM_;NOM_Z_ADM_;COD_S_ADM_;DSC_S_ADM_;NOM_S_ADM_;COD_Z_PROD;DSC_Z_PROD;NOM_Z_PROD;COD_TIPO_P;DSC_TIPO_P;COD_REGION;NOM_REGION;COD_PROVIN;NOM_PROVIN;COD_COMUNA;NOM_COMUNA;N_ID_COMPL;DSC_COMPLE;N_ID_RESTR;C_DSC_REST;N_ID_BARRI;C_NOM_BARR;C_SIMBOLOG;F_LATITUD;F_LONGITUD;SUP_ACTUAL;FECHA_CART;ID_FUNDO;SHAPE_Leng;SHAPE_Area;Area;Barrio;NCR;COD_NCR;JefeSector
1964;90;8830;EL PERAL LOTE A;90;90;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.58111400000;-73.24869100000;223.87000000000;;2296;7404.15782616000;2238951.02595000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
2094;90;8977;SAN ESTEBAN;90;90;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56951000000;-73.30006200000;72.39000000000;;2431;4044.96851647000;723162.44035000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
2803;90;2376;EL CARMEN;90;82;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.62211000000;-73.25457500000;95.60000000000;;8058;6124.55679093000;2186966.16380000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
2901;90;9832;LAS NOCHAS;90;90;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.57891900000;-73.30155700000;36.76000000000;;10120;3222.95259529000;368025.87730000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
2906;90;9835;LOS COIHUES II;90;90;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.59148200000;-73.34518800000;53.52000000000;;10200;4846.66762316000;534518.59665000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3042;90;3220;EL AVELLANO (CAUTIN);90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;8;IMPERIAL;CURAQUEO MARIHUAN CESAR VICENTE;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.68607000000;-73.16878500000;63.12000000000;;12681;4329.71128808000;819120.96015000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3065;90;3324;SAN IGNACIO - QUIRIP├ìO;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.63709000000;-73.23439300000;43.89000000000;;12780;4323.88384493000;670585.11835000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3071;90;3240;HJ-N┬║ 7 - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56984100000;-73.31438800000;3.73000000000;;12840;1893.40419383000;213017.16580000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3072;90;3241;HJ-N┬║ 16 B;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.58084800000;-73.35772000000;5.27000000000;;12841;2082.94378455000;173341.26315000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3078;90;3256;LT-N┬║ 1, 2, 3, 4 - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56529700000;-73.34120900000;12.17000000000;;12863;2700.36726456000;356051.66115000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3124;90;3333;LT-A Y B TROVOLHUE;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.58286100000;-73.36221100000;10.58000000000;;13120;2332.73776383000;146389.06045000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3135;90;3344;HJ-N┬║ 33 - LAS ├æOCHAS (PINO HUACHO);90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56687100000;-73.31661200000;14.67000000000;;13240;2315.52039798000;221106.91270000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3136;90;3345;HJ-N┬║ 38 - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.57205100000;-73.32036200000;21.44000000000;;13241;2418.10680625000;317036.50945000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3148;90;3356;HJ-N┬║ 23 - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56130000000;-73.33677900000;27.88000000000;;13380;2869.86564358000;377597.59444900000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3149;90;3357;HJ-N┬║ 35 - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56872300000;-73.34552500000;24.94000000000;;13381;2856.39812726000;325585.82470000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3150;90;3358;HJ-N┬║ 27 - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56460900000;-73.34934800000;17.95000000000;;13382;2857.01165071000;300423.69130000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3151;90;3359;HJ-N┬║ 22 A Y B - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56070700000;-73.34764600000;30.35000000000;;13383;2998.49393956000;409112.55425000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3152;90;3360;HJ-SANTA ISABEL - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.56668600000;-73.35566200000;8.11000000000;;13384;3156.94761316000;301026.18680000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3153;90;3361;HJ-N┬║ 18 A Y B - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.55668600000;-73.34600800000;18.57000000000;;13385;2406.67602974000;285717.75310000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3154;90;3362;HJ-N┬║ 19 LAS NIOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.55691300000;-73.33737000000;28.81000000000;;13386;3109.63277264000;443519.43555000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3155;90;3363;HJ-N┬║ 17 - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.55349500000;-73.34496300000;23.85000000000;;13387;2271.51761298000;278629.87620000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3156;90;3364;HJ-N┬║ 37 - LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.57146600000;-73.33196400000;13.57000000000;;13388;2022.96132219000;206271.42440000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
3157;90;3365;HJ-20A LAS ├æOCHAS;90;83;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;1;CASA DE PIEDRA;DIAZ CARRASCO ROLANDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;506;CARAHUE;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.55554800000;-73.33345300000;13.32000000000;;13389;1621.95562591000;162929.97135000000;Chol Chol;Dona Ema;Bajo;4;JEAN PERALES
1176;90;8781;LOTE 5 LONCOCAHUELLO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;1;LAUTARO;SANDOVAL CABRERA MANUELA MARCELA;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.57101400000;-72.52290100000;190.89000000000;;3117;6268.99859386000;1908917.96375000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1204;90;8183;PUMALALITO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.63149400000;-72.55959600000;406.63000000000;;1756;9810.37791469000;4065612.51465000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1205;90;8184;CENTINELA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.63847300000;-72.56901600000;219.69000000000;;1757;10668.13804440000;2196997.33485000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1318;90;8254;RUCAMANQUE;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.63090700000;-72.62643700000;42.18000000000;;1824;3876.07283593000;421288.49275000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1337;90;8277;CHAMIZAL;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.63463100000;-72.62571800000;56.60000000000;;1843;5491.43514504000;566445.39090000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1343;90;8305;EL ARREJON Y OTROS;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.62747800000;-72.60075100000;1103.54000000000;;1849;15582.04116870000;11033021.24240000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1414;90;8333;SANTA AURELIA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;1;LAUTARO;SANDOVAL CABRERA MANUELA MARCELA;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.52259000000;-72.61187300000;440.13000000000;;1870;9157.45218013000;4406238.13255000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1612;90;8200;SAN LUIS;90;90;0;3;SUR;22;COSTA ARAUCAN├ìA;COLIPAN CONEJEROS CLAUDIO;8;IMPERIAL;CURAQUEO MARIHUAN CESAR VICENTE;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;507;NUEVA IMPERIAL;3;BAJO;1;SIN CONDICIONES;16;CHACAMO-CASA PIEDRA;#70AD47;-38.72137000000;-72.89891900000;579.45000000000;;4957;11911.10562970000;5795953.24085000000;Chol Chol;El Arrejon;Bajo;4;JEAN PERALES
1627;90;8469;SANTA EMA NORTE;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.63422600000;-72.54032000000;23.58000000000;;1985;2069.61408456000;235575.10800000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1848;90;8689;LA ENVIDIA LOTE A Y OTRO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.65137400000;-72.57149500000;438.39000000000;;2178;13112.97070430000;4384232.82835000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1895;90;8738;MONTE OSCURO Y OTROS;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.64514600000;-72.61317500000;184.24000000000;;2226;6429.50943760000;1843013.93035000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
1897;90;8740;SANTA EMA SUR;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.63774700000;-72.54143200000;32.20000000000;;2228;3494.14730937000;321056.98015000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
2114;90;8997;EL MIRADOR V;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.63851800000;-72.61084000000;24.73000000000;;2451;2034.67123250000;246865.45310000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
2674;90;3215;LAS LOMAS (CAUTIN);90;83;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;2;CHOLCHOL;PACHECO RODRIGUEZ JORGE OSVALDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;509;CHOLCHOL;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.56721200000;-72.82572400000;74.90000000000;;12625;4611.96611251000;874213.09170100000;Chol Chol;El Arrejon;Bajo;4;JEAN PERALES
2691;90;3371;ZAPALLAR;90;83;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;2;CHOLCHOL;PACHECO RODRIGUEZ JORGE OSVALDO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;509;CHOLCHOL;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.62237800000;-72.81886400000;15.63000000000;;14001;2407.79084044000;177473.88250000000;Chol Chol;El Arrejon;Bajo;4;JEAN PERALES
2775;90;1007;LA RECOBA DIAMANTE;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.65362000000;-72.61425400000;41.75000000000;;7599;6963.20946728000;2230782.77505000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
2783;90;2358;PINTA MAHUIDA LOTE B;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;1;LAUTARO;SANDOVAL CABRERA MANUELA MARCELA;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.56739300000;-72.50241500000;58.73000000000;;7741;4069.08062436000;765873.56050000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
2787;90;9177;CUNCO HIJUELA 2A;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;1;LAUTARO;SANDOVAL CABRERA MANUELA MARCELA;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;2;VUELO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.60804200000;-72.46191000000;2.65000000000;;7765;4081.86202292000;961733.96900000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
2788;90;2361;CUNCO HIJUELA 2A;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;1;LAUTARO;SANDOVAL CABRERA MANUELA MARCELA;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.60804200000;-72.46191000000;63.23000000000;;7766;4081.86202292000;961733.96900000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
2789;90;2362;CUNCO HIJUELA 2B;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;1;LAUTARO;SANDOVAL CABRERA MANUELA MARCELA;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.60224900000;-72.47144700000;38.47000000000;;7767;5819.07475253000;1773731.32280000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
2820;90;9189;LOTE 2 B FUNDO CUNCO;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;1;LAUTARO;SANDOVAL CABRERA MANUELA MARCELA;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;2;VUELO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.60224900000;-72.47144700000;14.98000000000;;8301;5819.07475253000;1773731.32280000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
2821;90;9190;HIJUELA 1 LOTE 2 FDO.CUNCO;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;1;LAUTARO;SANDOVAL CABRERA MANUELA MARCELA;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;2;VUELO;9;ARAUCANIA;2;CAUTIN;491;LAUTARO;3;BAJO;1;SIN CONDICIONES;18;IMPERIAL-CHOLCHOL;#70AD47;-38.61576300000;-72.47765700000;49.23000000000;;8302;4637.92315633000;1231100.95295000000;Chol Chol;El Arrejon;Bajo;4;JOHAN MADARIAGA
